measurements	Measurements-neoforge-1.21.1-3.0.3.jar	Measurements-forge-1.20.1-2.0.1.jar
mekanism	Mekanism-1.21.1-10.7.19.85.jar	Mekanism-1.20.1-10.4.15.75.jar
mekanismgenerators	MekanismGenerators-1.21.1-10.7.19.85.jar	MekanismGenerators-1.20.1-10.4.15.75.jar
mekanismtools	MekanismTools-1.21.1-10.7.19.85.jar	MekanismTools-1.20.1-10.4.15.75.jar
Modern-Dynamics-0.9.6	Modern-Dynamics-0.9.6.jar	
Modern-Industrialization-2.5.5	Modern-Industrialization-2.5.5.jar	
ModularBees-1.21.1-3.3-neoforge	ModularBees-1.21.1-3.3-neoforge.jar	
MoogsEndStructures-1.21-2.0.3	MoogsEndStructures-1.21-2.0.3.jar	
MoogsNetherStructures-1.21-3.0.0	MoogsNetherStructures-1.21-3.0.0.jar	
MoogsSoaringStructures-1.21-2.1.2	MoogsSoaringStructures-1.21-2.1.2.jar	
MoogsVoyagerStructures-1.21-5.0.14	MoogsVoyagerStructures-1.21-5.0.14.jar	
MoreRed-CCT-Compat-1.21.1-1.3.0	MoreRed-CCT-Compat-1.21.1-1.3.0.jar	
mousetweaks	MouseTweaks-neoforge-mc1.21-2.26.1.jar	MouseTweaks-forge-mc1.20.1-2.25.1.jar
mysticalagradditions	MysticalAgradditions-1.21.1-8.0.14.jar	MysticalAgradditions-1.20.1-7.0.11.jar
mysticalagriculture	MysticalAgriculture-1.21.1-8.0.27.jar	MysticalAgriculture-1.20.1-7.0.23.jar
mysticalcustomization	MysticalCustomization-1.21.1-6.0.2.jar	MysticalCustomization-1.20.1-5.0.3.jar
naturesaura	NaturesAura-41.9.jar	NaturesAura-39.4.jar
naturescompass	NaturesCompass-1.21.1-3.4.0-neoforge.jar	NaturesCompass-1.20.1-1.11.2-forge.jar
NeoAuth-1.21.1-1.0.1	NeoAuth-1.21.1-1.0.1.jar	
nochatreports	NoChatReports-NEOFORGE-1.21.1-v2.9.1.jar	NoChatReports-FORGE-1.20.1-v2.2.2.jar
Nullscape_1.21.x_v1.2.14	Nullscape_1.21.x_v1.2.14.jar	
OctoLib-NEOFORGE-0.6.2_1.21	OctoLib-NEOFORGE-0.6.2+1.21.jar	
Oh-The-Biomes-Weve-Gone-NeoForge-2.6.0	Oh-The-Biomes-Weve-Gone-NeoForge-2.6.0.jar	
Oh-The-Trees-Youll-Grow-neoforge-1.21.1-5.3.2	Oh-The-Trees-Youll-Grow-neoforge-1.21.1-5.3.2.jar	
OpenLoader-neoforge-1.21.1-21.1.5	OpenLoader-neoforge-1.21.1-21.1.5.jar	
patchouli	Patchouli-1.21.1-93-NEOFORGE.jar	Patchouli-1.20.1-84.1-FORGE.jar
placebo	Placebo-1.21.1-9.9.2.jar	Placebo-1.20.1-8.6.3.jar
powah	Powah-6.2.10.jar	Powah-5.0.11.jar
Prism-1.21.1-neoforge-1.0.11	Prism-1.21.1-neoforge-1.0.11.jar	
Rainbows-1.21-1.5	Rainbows-1.21-1.5.jar	
RootsClassic-1.21.1-1.5.7	RootsClassic-1.21.1-1.5.7.jar	
ScalableCatsForce-NeoForge-3.7.1-build-11-with-library	ScalableCatsForce-NeoForge-3.7.1-build-11-with-library.jar	
searchables	Searchables-neoforge-1.21.1-1.0.2.jar	Searchables-forge-1.20.1-1.0.3.jar
simplebackups	SimpleBackups-1.21-4.0.30.jar	SimpleBackups-1.20.1-3.1.17.jar
smartbrainlib	SmartBrainLib-neoforge-1.21.1-1.16.11.jar	SmartBrainLib-forge-1.20.1-1.15.jar
structory	Structory_26.2_v1.3.7.jar	Structory_1.20.x_v1.3.5.jar
Structory_Towers_26.1_v1.0.16	Structory_Towers_26.1_v1.0.16.jar	
sfm	Super Factory Manager (SFM)-MC1.21.1-4.34.0.jar	Super Factory Manager (SFM)-MC1.20.1-4.26.0.jar
terrablender	TerraBlender-neoforge-1.21.1-4.1.0.8.jar	TerraBlender-forge-1.20.1-3.0.1.10.jar
undergarden	The_Undergarden-1.21.1-0.9.6.jar	The_Undergarden-1.20.1-0.8.14.jar
toastcontrol	ToastControl-1.21.1-9.0.1.jar	ToastControl-1.20.1-8.0.3.jar
toolbelt	ToolBelt-1.21.1-2.2.10.jar	ToolBelt-1.20.1-1.20.02.jar
UndergroundVillages-neoforge-1.21.1-4.0.3	UndergroundVillages-neoforge-1.21.1-4.0.3.jar	
wstweaks	WitherSkeletonTweaks-1.21.1-10.1.1.jar	WitherSkeletonTweaks-1.20.1-9.1.0.jar
yungsapi	YungsApi-1.21.1-NeoForge-5.1.6.jar	YungsApi-1.20-Forge-4.0.6.jar
betterdeserttemples	YungsBetterDesertTemples-1.21.1-NeoForge-4.1.5.jar	YungsBetterDesertTemples-1.20-Forge-3.0.3.jar
betterdungeons	YungsBetterDungeons-1.21.1-NeoForge-5.1.4.jar	YungsBetterDungeons-1.20-Forge-4.0.4.jar
betterendisland	YungsBetterEndIsland-1.21.1-NeoForge-3.1.2.jar	YungsBetterEndIsland-1.20-Forge-2.0.6.jar
betterjungletemples	YungsBetterJungleTemples-1.21.1-NeoForge-3.1.2.jar	YungsBetterJungleTemples-1.20-Forge-2.0.5.jar
bettermineshafts	YungsBetterMineshafts-1.21.1-NeoForge-5.1.1.jar	YungsBetterMineshafts-1.20-Forge-4.0.4.jar
betterfortresses	YungsBetterNetherFortresses-1.21.1-NeoForge-3.1.5.jar	YungsBetterNetherFortresses-1.20-Forge-2.0.6.jar
betteroceanmonuments	YungsBetterOceanMonuments-1.21.1-NeoForge-4.1.2.jar	YungsBetterOceanMonuments-1.20-Forge-3.0.4.jar
betterstrongholds	YungsBetterStrongholds-1.21.1-NeoForge-5.1.3.jar	YungsBetterStrongholds-1.20-Forge-4.0.3.jar
betterwitchhuts	YungsBetterWitchHuts-1.21.1-NeoForge-4.1.1.jar	YungsBetterWitchHuts-1.20-Forge-3.0.3.jar
yungsextras	YungsExtras-1.21.1-NeoForge-5.1.1.jar	YungsExtras-1.20-Forge-4.0.3.jar
zerocore	ZeroCore2-1.21.1-2.4.21.jar	ZeroCore2-1.20.1-2.1.47.jar
securitycraft	[1.21.1] SecurityCraft v1.10.2.1.jar	[1.20.1] SecurityCraft v1.10.0.1.jar
ctov	[Neoforge]ctov-3.6.3.jar	[forge]ctov-3.4.14.jar
accelerated-decay-neoforge-21.0.0	accelerated-decay-neoforge-21.0.0.jar	
actuallyadditions-1.3.26_mc1.21.1	actuallyadditions-1.3.26+mc1.21.1.jar	
additional_lights	additional_lights-neoforge-1.21-2.1.10.jar	additional_lights-1.20.1-2.1.7.jar
ae2ct-1.21.1-1.1.1	ae2ct-1.21.1-1.1.1.jar	
ae2importexportcard-1.21.1-1.5.0	ae2importexportcard-1.21.1-1.5.0.jar	
ae2jeiintegration-1.2.1	ae2jeiintegration-1.2.1.jar	
ae2wtlib	ae2wtlib-19.5.1.jar	ae2wtlib-15.3.0-forge.jar
aeinfinitybooster	aeinfinitybooster-neoforge-1.21.1-1.0.0.58.jar	AEInfinityBooster-1.20.1-1.0.0+51.jar
aether	aether-1.21.1-1.5.10-neoforge.jar	aether-1.20.1-1.5.2-neoforge.jar
allthearcanistgear	allthearcanistgear-1.21.1-21.3.2.jar	allthearcanistgear-1.20.1-20.0.0.jar
allthecompressed	allthecompressed-1.21.1-4.4.0.jar	allthecompressed-1.20.1-3.0.2.jar
alltheleaks	alltheleaks-1.1.11+1.21.1-neoforge.jar	alltheleaks-1.0.7+1.20.1-forge.jar
allthemodium	allthemodium-3.0.1_mc_1.21.1.jar	allthemodium-1.20.1-47.1.25-2.5.6.jar
alltheores	alltheores-3.2.0_neoforge_1.21.1.jar	alltheores-1.20.1-47.1.3-2.2.4.jar
allthetweaks	allthetweaks-1.21.1-2.9.4.jar	allthetweaks-1.20.1-47.2.20-2.3.2.jar
allthewizardgear	allthewizardgear-1.21.1-1.1.12.jar	allthewizardgear-1.20.1-1.1.4.jar
almostunified	almostunified-neoforge-1.21.1-1.4.2.jar	almostunified-forge-1.20.1-0.10.1.jar
amendments	amendments-neoforge-1.21-2.1.7.jar	amendments-1.20-2.2.3.jar
appleskin	appleskin-neoforge-mc1.21-3.0.9.jar	appleskin-forge-mc1.20.1-2.5.1.jar
ae2	appliedenergistics2-19.2.17.jar	appliedenergistics2-forge-15.4.9.jar
architectury	architectury-13.0.11-neoforge.jar	architectury-9.2.14-forge.jar
ars_additions-1.21.1-21.3.0	ars_additions-1.21.1-21.3.0.jar	
ars_controle-1.21.1-1.6.15	ars_controle-1.21.1-1.6.15.jar	
ars_creo	ars_creo-1.21.1-5.4.0.jar	ars_creo-1.20.1-4.3.0.jar
ars_elemancy-1.21.1-1.18.3	ars_elemancy-1.21.1-1.18.3.jar	
ars_elemental	ars_elemental-1.21.1-0.7.10.1.jar	ars_elemental-1.20.1-0.6.7.8.jar
ars_nouveau	ars_nouveau-1.21.1-5.13.0.jar	ars_nouveau-1.20.1-4.12.7-all.jar
ars_ocultas	ars_ocultas-1.21.1-2.5.0.jar	ars_ocultas-1.20.1-1.2.2-all.jar
ars_polymorphia-1.0.3	ars_polymorphia-1.0.3.jar	
ars_technica-1.21.1-2.7.6	ars_technica-1.21.1-2.7.6.jar	
ars_unification-1.2.19	ars_unification-1.2.19.jar	
arseng	arseng-2.1.1-beta.jar	arseng-1.2.0.jar
artifacts	artifacts-neoforge-13.2.1.jar	artifacts-forge-9.5.16.jar
athena	athena-neoforge-1.21.1-4.0.6.jar	athena-forge-1.20.1-3.1.2.jar
atlas_api-1.21.1-1.2.0	atlas_api-1.21.1-1.2.0.jar	
attributefix	attributefix-neoforge-1.21.1-21.1.3.jar	AttributeFix-Forge-1.20.1-21.0.4.jar
balm	balm-neoforge-1.21.1-21.0.64.jar	balm-forge-1.20.1-7.3.37-all.jar
bhc	baubley-heart-canisters-1.21.1-1.4.1.jar	baubley-heart-canisters-1.20.1-1.1.1.jar
bellsandwhistles-0.4.7-1.21.1	bellsandwhistles-0.4.7-1.21.1.jar	
bcc	better-compatability-checker-neoforge-21.1.8.jar	BetterCompatibilityChecker-forge-4.0.8+mc1.20.1.jar
bibliobiomes-1.21.1-1.6.1	bibliobiomes-1.21.1-1.6.1.jar	
bibliocraft-1.21.1-1.6.5	bibliocraft-1.21.1-1.6.5.jar	
bibliowoods-1.21.1-1.6.2	bibliowoods-1.21.1-1.6.2.jar	
blockui	blockui-1.0.211-1.21.1-snapshot.jar	blockui-1.20.1-1.0.194.jar
blueflame	blueflame-1.21.1-1.1.1.jar	blueflame-1.20.0-1.0.3.jar
bookshelf	bookshelf-neoforge-1.21.1-21.1.81.jar	Bookshelf-Forge-1.20.1-20.2.13.jar
botanypots	botanypots-neoforge-1.21.1-21.1.44.jar	BotanyPots-Forge-1.20.1-13.0.41.jar
botanypotsmystical-neoforge-1.21.1-21.1.12	botanypotsmystical-neoforge-1.21.1-21.1.12.jar	
botanytrees	botanytrees-neoforge-1.21.1-21.1.7.jar	BotanyTrees-Forge-1.20.1-9.0.19.jar
buildinggadgets2	buildinggadgets2-1.3.9.jar	buildinggadgets2-1.0.8.jar
bwncr	bwncr-neoforge-1.21.1-3.20.4.jar	bwncr-forge-1.20.1-3.17.2.jar
cabletiers	cabletiers-neoforge-1.21.1-0.6.13.jar	cabletiers-1.20.1-1.2.2.jar
caelus	caelus-neoforge-7.0.1+1.21.1.jar	caelus-forge-3.2.0+1.20.1.jar
camol-1.21.1-0.3.1	camol-1.21.1-0.3.1.jar	
catjammies-1.21-1.7.1	catjammies-1.21-1.7.1.jar	
computercraft	cc-tweaked-1.21.1-forge-1.113.1.jar	cc-tweaked-1.20.1-forge-1.113.1.jar
cc-tweaked-1.21.1-forge-1.120.0	cc-tweaked-1.21.1-forge-1.120.0.jar	
charginggadgets	charginggadgets-1.14.1.jar	charginggadgets-1.11.0.jar
chipped	chipped-neoforge-1.21.1-4.0.2.jar	chipped-forge-1.20.1-3.0.7.jar
chisel-neoforge-2.0.1_mc1.21.1	chisel-neoforge-2.0.1+mc1.21.1.jar	
chromacarvings-1.21.1-0.2.0	chromacarvings-1.21.1-0.2.0.jar	
cleanswing	cleanswing-1.9.jar	cleanswing-1.20-1.8.jar
cloth_config	cloth-config-15.0.140-neoforge.jar	cloth-config-11.1.136-forge.jar
cobblegengalore-1.21.1-0.2.9	cobblegengalore-1.21.1-0.2.9.jar	
cobweb-neoforge-1.21-1.4.0	cobweb-neoforge-1.21-1.4.0.jar	
colorfulhearts	colorfulhearts-neoforge-1.21.1-10.5.9.jar	colorfulhearts-forge-1.20.1-4.3.16.jar
colorwheel	colorwheel-neoforge-1.2.9+mc1.21.1.jar	colorwheel-forge-1.0.0+mc1.20.1.jar
colorwheel_patcher-neoforge-1.0.5_mc1.21.1	colorwheel_patcher-neoforge-1.0.5+mc1.21.1.jar	
comforts	comforts-neoforge-9.0.5+1.21.1.jar	comforts-forge-6.4.0+1.20.1.jar
commoncapabilities	commoncapabilities-1.21.1-neoforge-2.11.5-363.jar	CommonCapabilities-1.20.1-2.9.9.jar
compactmachines-neoforge-7.0.81	compactmachines-neoforge-7.0.81.jar	
connectedglass	connectedglass-1.1.14-neoforge-mc1.21.jar	connectedglass-1.1.14-forge-mc1.20.1.jar
connectivity	connectivity-1.21.1-7.6.jar	connectivity-1.20.1-7.2.jar
cookingforblockheads	cookingforblockheads-neoforge-1.21.1-21.1.24.jar	cookingforblockheads-forge-1.20.1-16.0.14.jar
cosmeticarmorreworked	cosmeticarmorreworked-1.21.1-v1-neoforge.jar	cosmeticarmorreworked-1.20.1-v1a.jar
crafting_on_a_stick	crafting_on_a_stick-1.21.0.6.jar	crafting-on-a-stick-1.20.1-1.1.5.jar
craftingtweaks	craftingtweaks-neoforge-1.21.1-21.1.10.jar	craftingtweaks-forge-1.20.1-18.2.6.jar
crashutilities	crashutilities-9.0.4.jar	crashutilities-8.1.4.jar
create	create-1.21.1-6.0.10.jar	create-1.20.1-6.0.6.jar
create_enchantment_industry	create-enchantment-industry-2.5.0.jar	create_enchantment_industry-1.3.3-for-create-6.0.6.jar
create_aquatic_ambitions-1.21.1-2.0.4	create_aquatic_ambitions-1.21.1-2.0.4.jar	
create_hypertube-0.6.0-NEOFORGE	create_hypertube-0.6.0-NEOFORGE.jar	
createaddition	createaddition-1.6.0.jar	createaddition-1.20.1-1.3.2.jar
cristellib	cristellib-neoforge-1.21.1-3.1.7.jar	cristellib-1.1.6-forge.jar
cryonicconfig-neoforge-1.0.0_mc1.21.11	cryonicconfig-neoforge-1.0.0+mc1.21.11.jar	
crystalix	crystalix-3.0.0.jar	crystalix-1.3.5_forge_1.20.1.jar
cupboard	cupboard-1.21.1-3.9.jar	cupboard-1.20.1-2.7.jar
curios	curios-neoforge-9.5.1+1.21.1.jar	curios-forge-5.14.1+1.20.1.jar
cyclopscore	cyclopscore-1.21.1-neoforge-1.29.2.jar	CyclopsCore-1.20.1-1.21.1.jar
darkmodeeverywhere	darkmodeeverywhere-neoforge-1.21.1-1.4.0.jar	DarkModeEverywhere-1.20.1-1.2.4.jar
deeperdarker	deeperdarker-neoforge-1.21.1-1.4.1.jar	deeperdarker-forge-1.20.1-1.3.3.jar
deimos-1.21.1-neoforge-2.7	deimos-1.21.1-neoforge-2.7.jar	
disenchanting_table-merged-1.21.1-5.0.2	disenchanting_table-merged-1.21.1-5.0.2.jar	
domum_ornamentum	domum-ornamentum-1.0.234-snapshot-main.jar	domum_ornamentum-1.20.1-1.0.291-snapshot-universal.jar
drippyloadingscreen_neoforge_3.1.5_MC_1.21.1	drippyloadingscreen_neoforge_3.1.5_MC_1.21.1.jar	
dummmmmmy-neoforge-1.21-2.1.0	dummmmmmy-neoforge-1.21-2.1.0.jar	
dyenamics	dyenamics-1.21.1-3.4.2.jar	dyenamics-1.20.1-3.2.0.jar
dyenamicsandfriends	dyenamicsandfriends-1.21.1-2.2.2.jar	dyenamicsandfriends-1.20.1-1.9.3.jar
dysoncubeproject-1.0.5	dysoncubeproject-1.0.5.jar	
easy_villagers	easy-villagers-neoforge-1.21.1-1.1.42.jar	easy-villagers-forge-1.20.1-1.1.35.jar
elevatorid	elevatorid-neoforge-1.21.1-1.11.4.jar	elevatorid-1.20.1-1.9.1-forge.jar
enchdesc-neoforge-1.21.1-21.1.10	enchdesc-neoforge-1.21.1-21.1.10.jar	
enderdrives-neoforge-1.21.1-1.4.4	enderdrives-neoforge-1.21.1-1.4.4.jar	
enderio	enderio-8.2.11-beta.jar	EnderIO-1.20.1-6.2.15-beta-all.jar
endermanoverhaul	endermanoverhaul-neoforge-1.21.1-2.0.3.jar	endermanoverhaul-forge-1.20.1-1.0.4.jar
energymeter	energymeter-neoforge-1.21.1-0.5.0.jar	energymeter-forge-1.20.1-1.0.0.jar
entangled	entangled-1.3.21-neoforge-mc1.21.jar	entangled-1.3.20-forge-mc1.20.4.jar
eternalstarlight-0.8.1_1.21.1_neoforge	eternalstarlight-0.8.1+1.21.1+neoforge.jar	
everythingcopper	everythingcopper-1.21.1-2.4.5.jar	everythingcopper-1.20.1-2.3.4.jar
evilcraft	evilcraft-1.21.1-neoforge-1.2.91-1002.jar	EvilCraft-1.20.1-1.2.58.jar
expandedae-2.1.1	expandedae-2.1.1.jar	
experiencelib-1.21.1-1.2.1	experiencelib-1.21.1-1.2.1.jar	
extended-industrialization-1.15.45-1.21.1	extended-industrialization-1.15.45-1.21.1.jar	
factory_blocks-neoforge-1.4.0_mc1.21.1	factory_blocks-neoforge-1.4.0+mc1.21.1.jar	
fancymenu_neoforge_3.9.9_MC_1.21.1	fancymenu_neoforge_3.9.9_MC_1.21.1.jar	
farmingforblockheads	farmingforblockheads-neoforge-1.21.1-21.1.13.jar	farmingforblockheads-forge-1.20.1-14.0.4.jar
ferritecore	ferritecore-7.0.3-neoforge.jar	ferritecore-6.0.1-forge.jar
fireproofboats-1.21.1-1.0.4	fireproofboats-1.21.1-1.0.4.jar	
flickerfix	flickerfix-1.21.1-6.1.0.jar	flickerfix-1.20.1-4.0.1.jar
forbidden_arcanus	forbidden_arcanus-2.6.1.jar	forbidden_arcanus-1.20.1-2.2.6.jar
formations-1.0.4-neoforge-mc1.21	formations-1.0.4-neoforge-mc1.21.jar	
formationsnether-1.0.5a-mc1.21_	formationsnether-1.0.5a-mc1.21+.jar	
formationsoverworld-1.0.5a-mc1.21_	formationsoverworld-1.0.5a-mc1.21+.jar	
framework-neoforge-1.21.1-0.13.11	framework-neoforge-1.21.1-0.13.11.jar	
ftbchunks	ftb-chunks-neoforge-2101.1.21.jar	ftb-chunks-forge-2001.3.6.jar
ftbessentials	ftb-essentials-neoforge-2101.1.10.jar	ftb-essentials-forge-2001.2.3.jar
ftb-filter-system-neoforge-21.1.4	ftb-filter-system-neoforge-21.1.4.jar	
ftb-jei-extras-21.1.7	ftb-jei-extras-21.1.7.jar	
ftblibrary	ftb-library-neoforge-2101.1.34.jar	ftb-library-forge-2001.2.10.jar
ftbquests	ftb-quests-neoforge-2101.1.29.jar	ftb-quests-forge-2001.4.14.jar
ftbranks	ftb-ranks-neoforge-2101.1.4.jar	ftb-ranks-forge-2001.1.7.jar
ftbteams	ftb-teams-neoforge-2101.1.10.jar	ftb-teams-forge-2001.3.1.jar
ftbultimine	ftb-ultimine-neoforge-2101.1.15.jar	ftb-ultimine-forge-2001.1.7.jar
ftbxmodcompat	ftb-xmod-compat-neoforge-21.1.10.jar	ftb-xmod-compat-forge-2.1.3.jar
ftbquestslangsplitter-1.0.6	ftbquestslangsplitter-1.0.6.jar	
fuelgoeshere	fuelgoeshere-1.21.1-1.2.0.jar	fuelgoeshere-1.20.0-1.0.1.jar
functionalstorage	functionalstorage-1.21.1-1.5.8.jar	functionalstorage-1.20.1-1.2.13.jar
fusion	fusion-1.3.12-neoforge-mc1.21.1.jar	fusion-1.2.11a-forge-mc1.20.1.jar
fzzy_config-0.7.6_1.21_neoforge	fzzy_config-0.7.6+1.21+neoforge.jar	
geckolib	geckolib-neoforge-1.21.1-4.9.2.jar	geckolib-forge-1.20.1-4.8.2.jar
generatorgalore	generatorgalore-1.21.1-1.6.3.jar	generatorgalore-1.20.1-1.2.4.jar
getittogetherdrops	getittogetherdrops-neoforge-1.21.5-1.4.jar	getittogetherdrops-forge-1.20-1.3.jar
guideme	guideme-21.1.17.jar	guideme-20.1.13.jar
handcrafted	handcrafted-neoforge-1.21.1-4.0.3.jar	handcrafted-forge-1.20.1-3.0.6.jar
hardenedarmadillos-1.21.1-0.2.0	hardenedarmadillos-1.21.1-0.2.0.jar	
herbsandharvest-1.21.1-17	herbsandharvest-1.21.1-17.jar	
heyberryshutup-1.21.0-2.0.4	heyberryshutup-1.21.0-2.0.4.jar	
iceandfire-2.0-beta.17	iceandfire-2.0-beta.17.jar	
illagerwarship-1.0.1-neoforge-1.21.1	illagerwarship-1.0.1-neoforge-1.21.1.jar	
