commoncapabilities	CommonCapabilities-1.20.1-2.9.9.jar	commoncapabilities-1.21.1-neoforge-2.11.5-363.jar
controlling	Controlling-forge-1.20.1-12.0.2.jar	Controlling-neoforge-1.21.1-19.0.5.jar
corgilib	CorgiLib-forge-1.20.1-4.0.1.3.jar	Corgilib-NeoForge-1.21.1-5.0.0.9.jar
crash_assistant	CrashAssistant-forge-1.19-1.20.1-1.10.10.jar	CrashAssistant-neoforge-1.20.6-1.21.4-1.11.11.jar
Croptopia-1.20.1-FORGE-3.0.4	Croptopia-1.20.1-FORGE-3.0.4.jar	
cucumber	Cucumber-1.20.1-7.0.15.jar	Cucumber-1.21.1-8.0.16.jar
cyclopscore	CyclopsCore-1.20.1-1.21.1.jar	cyclopscore-1.21.1-neoforge-1.29.2.jar
darkmodeeverywhere	DarkModeEverywhere-1.20.1-1.2.4.jar	darkmodeeverywhere-neoforge-1.21.1-1.4.0.jar
DarkPaintings-Forge-1.20.1-17.0.5	DarkPaintings-Forge-1.20.1-17.0.5.jar	
DarkUtilities-Forge-1.20.1-17.0.5	DarkUtilities-Forge-1.20.1-17.0.5.jar	
DefaultSettings-1.20.x-4.0.7-Forge	DefaultSettings-1.20.x-4.0.7-Forge.jar	
Delightful-1.20.1-3.7.6	Delightful-1.20.1-3.7.6.jar	
dimstorage	DimStorage-1.20.1-8.0.1.jar	DimStorage-1.21.1-9.1.1.jar
Ding-1.20.1-Forge-1.4.1	Ding-1.20.1-Forge-1.4.1.jar	
draconicevolution	Draconic-Evolution-1.20.1-3.1.2.621-universal.jar	Draconic-Evolution-1.21.1-3.1.4.632.jar
dungeoncrawl	Dungeon Crawl-1.20.1-2.3.15.jar	DungeonCrawl-NeoForge-1.21-2.3.17.jar
dungeons_arise	DungeonsArise-1.20.x-2.1.58-release.jar	DungeonsArise-1.21.1-2.1.68-release.jar
edivadlib	EdivadLib-1.20.1-2.0.1.jar	EdivadLib-1.21-3.0.0.jar
enderio	EnderIO-1.20.1-6.2.15-beta-all.jar	enderio-8.2.11-beta.jar
EpheroLib-1.20.1-FORGE-1.2.0	EpheroLib-1.20.1-FORGE-1.2.0.jar	
euphoria_patcher	EuphoriaPatcher-1.7.2-r5.6.1-forge.jar	EuphoriaPatcher-1.9.3-r5.8.1-neoforge.jar
evilcraft	EvilCraft-1.20.1-1.2.58.jar	evilcraft-1.21.1-neoforge-1.2.91-1002.jar
Exchangers-1.20.1-3.5.1	Exchangers-1.20.1-3.5.1.jar	
ExtendedAE-1.20-1.4.7-forge	ExtendedAE-1.20-1.4.7-forge.jar	
extradisks	ExtraDisks-1.20.1-3.0.3.jar	ExtraDisks-1.21.1-4.0.15.jar
extrastorage	ExtraStorage-1.20.1-4.0.7.jar	ExtraStorage-1.21.1-5.0.10.jar
bigreactors	ExtremeReactors2-1.20.1-2.0.94.jar	ExtremeReactors2-1.21.1-2.4.28.jar
extremesoundmuffler	ExtremeSoundMuffler-3.49.1-forge-1.20.1.jar	ExtremeSoundMuffler-3.56_NeoForge-1.21.jar
farmersdelight	FarmersDelight-1.20.1-1.2.9.jar	FarmersDelight-1.21.1-1.3.2.jar
fastfurnace	FastFurnace-1.20.1-8.0.2.jar	FastFurnace-1.21.1-9.0.1.jar
FastLeafDecay-32	FastLeafDecay-32.jar	
fastsuite	FastSuite-1.20.1-5.1.0.jar	FastSuite-1.21.1-6.0.7.jar
fastbench	FastWorkbench-1.20.1-8.0.4.jar	FastWorkbench-1.21.1-9.1.3.jar
fluxnetworks	FluxNetworks-1.20.1-7.2.1.15.jar	FluxNetworks-1.21.1-8.0.0.jar
framedblocks	FramedBlocks-9.4.2.jar	FramedBlocks-10.6.1.jar
gateways	GatewaysToEternity-1.20.1-4.2.6.jar	GatewaysToEternity-1.21.1-5.1.0.jar
GlitchCore-forge-1.20.1-0.0.1.1	GlitchCore-forge-1.20.1-0.0.1.1.jar	
glodium	Glodium-1.20-1.5-forge.jar	Glodium-1.21-2.2-neoforge.jar
GravitationalModulatingAdditionalUnit-1.20.1-3.5	GravitationalModulatingAdditionalUnit-1.20.1-3.5.jar	
GunpowderLib-1.20.2-2.2.2	GunpowderLib-1.20.2-2.2.2.jar	
hostilenetworks	HostileNeuralNetworks-1.20.1-5.3.3.jar	HostileNeuralNetworks-1.21.1-6.5.1.jar
immersiveengineering	ImmersiveEngineering-1.20.1-10.2.0-183.jar	ImmersiveEngineering-1.21.1-12.4.2-194.jar
integratedcrafting	IntegratedCrafting-1.20.1-1.3.0.jar	integratedcrafting-1.21.1-neoforge-1.4.6-605.jar
integrateddynamics	IntegratedDynamics-1.20.1-1.28.1.jar	integrateddynamics-1.21.1-neoforge-1.33.4-1907.jar
integratedterminals	IntegratedTerminals-1.20.1-1.6.10.jar	integratedterminals-1.21.1-neoforge-1.7.0-800.jar
integratedtunnels	IntegratedTunnels-1.20.1-1.9.0.jar	integratedtunnels-1.21.1-neoforge-1.9.4-652.jar
ironjetpacks	IronJetpacks-1.20.1-7.0.9.jar	IronJetpacks-1.21.1-8.0.11.jar
JCPlugin-1.17.x-1.20.x-4.0.4-Forge	JCPlugin-1.17.x-1.20.x-4.0.4-Forge.jar	
jade	Jade-1.20.1-Forge-11.13.2.jar	Jade-1.21.1-NeoForge-15.10.5.jar
JadeAddons-1.20.1-Forge-5.5.0	JadeAddons-1.20.1-Forge-5.5.0.jar	
jei_mekanism_multiblocks	JustEnoughMekanismMultiblocks-1.20.1-4.14.jar	JustEnoughMekanismMultiblocks-1.21.1-7.16.jar
justenoughprofessions	JustEnoughProfessions-forge-1.20.1-3.0.1.jar	JustEnoughProfessions-neoforge-1.21.1-4.0.5.jar
JustEnoughResources-1.20.1-1.4.0.247	JustEnoughResources-1.20.1-1.4.0.247.jar	
cataclysm	L_Enders_Cataclysm-3.16.jar	L_Ender's Cataclysm 1.21.1-3.32.jar
LibX-1.20.1-5.0.14	LibX-1.20.1-5.0.14.jar	
Mantle-1.20.1-1.11.79	Mantle-1.20.1-1.11.79.jar	
measurements	Measurements-forge-1.20.1-2.0.1.jar	Measurements-neoforge-1.21.1-3.0.3.jar
mekanism	Mekanism-1.20.1-10.4.15.75.jar	Mekanism-1.21.1-10.7.19.85.jar
mekanismgenerators	MekanismGenerators-1.20.1-10.4.15.75.jar	MekanismGenerators-1.21.1-10.7.19.85.jar
mekanismtools	MekanismTools-1.20.1-10.4.15.75.jar	MekanismTools-1.21.1-10.7.19.85.jar
MobDespawnTimers-1.20.1-3.0.1	MobDespawnTimers-1.20.1-3.0.1.jar	
mousetweaks	MouseTweaks-forge-mc1.20.1-2.25.1.jar	MouseTweaks-neoforge-mc1.21-2.26.1.jar
mysticalagradditions	MysticalAgradditions-1.20.1-7.0.11.jar	MysticalAgradditions-1.21.1-8.0.14.jar
mysticalagriculture	MysticalAgriculture-1.20.1-7.0.23.jar	MysticalAgriculture-1.21.1-8.0.27.jar
mysticalcustomization	MysticalCustomization-1.20.1-5.0.3.jar	MysticalCustomization-1.21.1-6.0.2.jar
MythicBotany-1.20.1-4.0.4	MythicBotany-1.20.1-4.0.4.jar	
naturesaura	NaturesAura-39.4.jar	NaturesAura-41.9.jar
naturescompass	NaturesCompass-1.20.1-1.11.2-forge.jar	NaturesCompass-1.21.1-3.4.0-neoforge.jar
nochatreports	NoChatReports-FORGE-1.20.1-v2.2.2.jar	NoChatReports-NEOFORGE-1.21.1-v2.9.1.jar
PackMenu-1.20.1-6.1.2	PackMenu-1.20.1-6.1.2.jar	
PackingTape-1.20.1-0.14.4	PackingTape-1.20.1-0.14.4.jar	
Paraglider-forge-20.1.3	Paraglider-forge-20.1.3.jar	
patchouli	Patchouli-1.20.1-84.1-FORGE.jar	Patchouli-1.21.1-93-NEOFORGE.jar
PigPen-Forge-1.20.1-15.0.2	PigPen-Forge-1.20.1-15.0.2.jar	
placebo	Placebo-1.20.1-8.6.3.jar	Placebo-1.21.1-9.9.2.jar
Potion-Blender-1.20.1-FORGE-3.1.2	Potion-Blender-1.20.1-FORGE-3.1.2.jar	
powah	Powah-5.0.11.jar	Powah-6.2.10.jar
Psi-1.20.1-102	Psi-1.20.1-102.jar	
Quark-4.0-462	Quark-4.0-462.jar	
RSInfinityBooster-1.20.1-1.0_39	RSInfinityBooster-1.20.1-1.0+39.jar	
Runelic-Forge-1.20.1-18.0.2	Runelic-Forge-1.20.1-18.0.2.jar	
ScalableCatsForce-3.3.1-build-0-with-library	ScalableCatsForce-3.3.1-build-0-with-library.jar	
searchables	Searchables-forge-1.20.1-1.0.3.jar	Searchables-neoforge-1.21.1-1.0.2.jar
shrink	Shrink-1.20.1-1.4.5.jar	shrink-2.0.1.47-neoforge.jar
simplebackups	SimpleBackups-1.20.1-3.1.17.jar	SimpleBackups-1.21-4.0.30.jar
smartbrainlib	SmartBrainLib-forge-1.20.1-1.15.jar	SmartBrainLib-neoforge-1.21.1-1.16.11.jar
Stargate_Journey-1.20.1-0.6.42	Stargate Journey-1.20.1-0.6.42.jar	
Steam_Rails-1.6.13-alpha_forge-mc1.20.1	Steam_Rails-1.6.13-alpha+forge-mc1.20.1.jar	
structory	Structory_1.20.x_v1.3.5.jar	Structory_26.2_v1.3.7.jar
StructureCompass-1.20.1-2.2.0	StructureCompass-1.20.1-2.2.0.jar	
sfm	Super Factory Manager (SFM)-MC1.20.1-4.26.0.jar	Super Factory Manager (SFM)-MC1.21.1-4.34.0.jar
TConstruct-1.20.1-3.10.2.92	TConstruct-1.20.1-3.10.2.92.jar	
terrablender	TerraBlender-forge-1.20.1-3.0.1.10.jar	TerraBlender-neoforge-1.21.1-4.1.0.8.jar
Terralith_1.20.x_v2.5.4	Terralith_1.20.x_v2.5.4.jar	
undergarden	The_Undergarden-1.20.1-0.8.14.jar	The_Undergarden-1.21.1-0.9.6.jar
ThermalExtra-3.2.7-1.20.1	ThermalExtra-3.2.7-1.20.1.jar	
toastcontrol	ToastControl-1.20.1-8.0.3.jar	ToastControl-1.21.1-9.0.1.jar
toolbelt	ToolBelt-1.20.1-1.20.02.jar	ToolBelt-1.21.1-2.2.10.jar
t_and_t	Towns-and-Towers-1.12-Fabric+Forge.jar	t_and_t-neoforge-fabric-1.13.9+1.21.1.jar
Twigs-1.20.1-3.1.0	Twigs-1.20.1-3.1.0.jar	
UtilitiX-1.20.1-0.8.25	UtilitiX-1.20.1-0.8.25.jar	
Voidscape-1.20.1-1.5.389	Voidscape-1.20.1-1.5.389.jar	
wstweaks	WitherSkeletonTweaks-1.20.1-9.1.0.jar	WitherSkeletonTweaks-1.21.1-10.1.1.jar
yeetusexperimentus	YeetusExperimentus-Forge-2.3.1-build.6+mc1.20.1.jar	yeetusexperimentus-neoforge-87.0.0.jar
yungsapi	YungsApi-1.20-Forge-4.0.6.jar	YungsApi-1.21.1-NeoForge-5.1.6.jar
betterdeserttemples	YungsBetterDesertTemples-1.20-Forge-3.0.3.jar	YungsBetterDesertTemples-1.21.1-NeoForge-4.1.5.jar
betterdungeons	YungsBetterDungeons-1.20-Forge-4.0.4.jar	YungsBetterDungeons-1.21.1-NeoForge-5.1.4.jar
betterendisland	YungsBetterEndIsland-1.20-Forge-2.0.6.jar	YungsBetterEndIsland-1.21.1-NeoForge-3.1.2.jar
betterjungletemples	YungsBetterJungleTemples-1.20-Forge-2.0.5.jar	YungsBetterJungleTemples-1.21.1-NeoForge-3.1.2.jar
bettermineshafts	YungsBetterMineshafts-1.20-Forge-4.0.4.jar	YungsBetterMineshafts-1.21.1-NeoForge-5.1.1.jar
betterfortresses	YungsBetterNetherFortresses-1.20-Forge-2.0.6.jar	YungsBetterNetherFortresses-1.21.1-NeoForge-3.1.5.jar
betteroceanmonuments	YungsBetterOceanMonuments-1.20-Forge-3.0.4.jar	YungsBetterOceanMonuments-1.21.1-NeoForge-4.1.2.jar
betterstrongholds	YungsBetterStrongholds-1.20-Forge-4.0.3.jar	YungsBetterStrongholds-1.21.1-NeoForge-5.1.3.jar
betterwitchhuts	YungsBetterWitchHuts-1.20-Forge-3.0.3.jar	YungsBetterWitchHuts-1.21.1-NeoForge-4.1.1.jar
yungsextras	YungsExtras-1.20-Forge-4.0.3.jar	YungsExtras-1.21.1-NeoForge-5.1.1.jar
zerocore	ZeroCore2-1.20.1-2.1.47.jar	ZeroCore2-1.21.1-2.4.21.jar
Zeta-1.0-30	Zeta-1.0-30.jar	
securitycraft	[1.20.1] SecurityCraft v1.10.0.1.jar	[1.21.1] SecurityCraft v1.10.2.1.jar
ctov	[forge]ctov-3.4.14.jar	[Neoforge]ctov-3.6.3.jar
absentbydesign-1.20.1-1.9.0	absentbydesign-1.20.1-1.9.0.jar	
ad_astra-forge-1.20.1-1.15.20	ad_astra-forge-1.20.1-1.15.20.jar	
additional_lights	additional_lights-1.20.1-2.1.7.jar	additional_lights-neoforge-1.21-2.1.10.jar
additionallanterns-1.1.2-forge-mc1.20.2	additionallanterns-1.1.2-forge-mc1.20.2.jar	
addonslib-1.20.1-1.5	addonslib-1.20.1-1.5.jar	
advgenerators-1.6.0.6-mc1.20.1	advgenerators-1.6.0.6-mc1.20.1.jar	
ae2insertexportcard-1.20.1-1.3.0	ae2insertexportcard-1.20.1-1.3.0.jar	
ae2wtlib	ae2wtlib-15.3.0-forge.jar	ae2wtlib-19.5.1.jar
aether	aether-1.20.1-1.5.2-neoforge.jar	aether-1.21.1-1.5.10-neoforge.jar
aiotbotania-1.20.1-4.0.6	aiotbotania-1.20.1-4.0.6.jar	
alchemistry-1.20.1-2.3.4	alchemistry-1.20.1-2.3.4.jar	
alchemylib-1.20.1-1.0.30	alchemylib-1.20.1-1.0.30.jar	
allthearcanistgear	allthearcanistgear-1.20.1-20.0.0.jar	allthearcanistgear-1.21.1-21.3.2.jar
allthecompressed	allthecompressed-1.20.1-3.0.2.jar	allthecompressed-1.21.1-4.4.0.jar
alltheleaks	alltheleaks-1.0.7+1.20.1-forge.jar	alltheleaks-1.1.11+1.21.1-neoforge.jar
allthemodium	allthemodium-1.20.1-47.1.25-2.5.6.jar	allthemodium-3.0.1_mc_1.21.1.jar
alltheores	alltheores-1.20.1-47.1.3-2.2.4.jar	alltheores-3.2.0_neoforge_1.21.1.jar
allthetweaks	allthetweaks-1.20.1-47.2.20-2.3.2.jar	allthetweaks-1.21.1-2.9.4.jar
allthewizardgear	allthewizardgear-1.20.1-1.1.4.jar	allthewizardgear-1.21.1-1.1.12.jar
almostunified	almostunified-forge-1.20.1-0.10.1.jar	almostunified-neoforge-1.21.1-1.4.2.jar
amendments	amendments-1.20-2.2.3.jar	amendments-neoforge-1.21-2.1.7.jar
angelring-1.20.1-2.3.1	angelring-1.20.1-2.3.1.jar	
appleskin	appleskin-forge-mc1.20.1-2.5.1.jar	appleskin-neoforge-mc1.21-3.0.9.jar
applied-botanics-forge-1.5.1	applied-botanics-forge-1.5.1.jar	
ae2	appliedenergistics2-forge-15.4.9.jar	appliedenergistics2-19.2.17.jar
architectury	architectury-9.2.14-forge.jar	architectury-13.0.11-neoforge.jar
ars_creo	ars_creo-1.20.1-4.3.0.jar	ars_creo-1.21.1-5.4.0.jar
ars_elemental	ars_elemental-1.20.1-0.6.7.8.jar	ars_elemental-1.21.1-0.7.10.1.jar
ars_nouveau	ars_nouveau-1.20.1-4.12.7-all.jar	ars_nouveau-1.21.1-5.13.0.jar
ars_ocultas	ars_ocultas-1.20.1-1.2.2-all.jar	ars_ocultas-1.21.1-2.5.0.jar
arseng	arseng-1.2.0.jar	arseng-2.1.1-beta.jar
artifacts	artifacts-forge-9.5.16.jar	artifacts-neoforge-13.2.1.jar
athena	athena-forge-1.20.1-3.1.2.jar	athena-neoforge-1.21.1-4.0.6.jar
balm	balm-forge-1.20.1-7.3.37-all.jar	balm-neoforge-1.21.1-21.0.64.jar
bhc	baubley-heart-canisters-1.20.1-1.1.1.jar	baubley-heart-canisters-1.21.1-1.4.1.jar
bdlib-1.27.0.8-mc1.20.1	bdlib-1.27.0.8-mc1.20.1.jar	
betterp2p-1.5.0-forge	betterp2p-1.5.0-forge.jar	
blockui	blockui-1.20.1-1.0.194.jar	blockui-1.0.211-1.21.1-snapshot.jar
bloodmagic-1.20.1-3.3.3-45	bloodmagic-1.20.1-3.3.3-45.jar	
blue_skies-1.20.1-1.3.31	blue_skies-1.20.1-1.3.31.jar	
blueflame	blueflame-1.20.0-1.0.3.jar	blueflame-1.21.1-1.1.1.jar
botarium-forge-1.20.1-2.3.4	botarium-forge-1.20.1-2.3.4.jar	
buildinggadgets2	buildinggadgets2-1.0.8.jar	buildinggadgets2-1.3.9.jar
bwncr	bwncr-forge-1.20.1-3.17.2.jar	bwncr-neoforge-1.21.1-3.20.4.jar
cabletiers	cabletiers-1.20.1-1.2.2.jar	cabletiers-neoforge-1.21.1-0.6.13.jar
caelus	caelus-forge-3.2.0+1.20.1.jar	caelus-neoforge-7.0.1+1.21.1.jar
caupona-1.20.1-0.4.13	caupona-1.20.1-0.4.13.jar	
computercraft	cc-tweaked-1.20.1-forge-1.113.1.jar	cc-tweaked-1.21.1-forge-1.113.1.jar
cc-tweaked-1.20.1-forge-1.116.1	cc-tweaked-1.20.1-forge-1.116.1.jar	
cfm-forge-1.20.1-7.0.0-pre36	cfm-forge-1.20.1-7.0.0-pre36.jar	
charginggadgets	charginggadgets-1.11.0.jar	charginggadgets-1.14.1.jar
charmofundying-forge-6.5.0_1.20.1	charmofundying-forge-6.5.0+1.20.1.jar	
chemlib-1.20.1-2.0.19	chemlib-1.20.1-2.0.19.jar	
chipped	chipped-forge-1.20.1-3.0.7.jar	chipped-neoforge-1.21.1-4.0.2.jar
cleanswing	cleanswing-1.20-1.8.jar	cleanswing-1.9.jar
clickadv-1.20.1-3.8	clickadv-1.20.1-3.8.jar	
cloth_config	cloth-config-11.1.136-forge.jar	cloth-config-15.0.140-neoforge.jar
cofh_core-1.20.1-11.0.2.56	cofh_core-1.20.1-11.0.2.56.jar	
colorfulhearts	colorfulhearts-forge-1.20.1-4.3.16.jar	colorfulhearts-neoforge-1.21.1-10.5.9.jar
colorwheel	colorwheel-forge-1.0.0+mc1.20.1.jar	colorwheel-neoforge-1.2.9+mc1.21.1.jar
comforts	comforts-forge-6.4.0+1.20.1.jar	comforts-neoforge-9.0.5+1.21.1.jar
configuration-forge-1.20.1-3.1.0	configuration-forge-1.20.1-3.1.0.jar	
connectedglass	connectedglass-1.1.14-forge-mc1.20.1.jar	connectedglass-1.1.14-neoforge-mc1.21.jar
connectivity	connectivity-1.20.1-7.2.jar	connectivity-1.21.1-7.6.jar
constructionwand-1.20.1-2.11	constructionwand-1.20.1-2.11.jar	
cookingforblockheads	cookingforblockheads-forge-1.20.1-16.0.14.jar	cookingforblockheads-neoforge-1.21.1-21.1.24.jar
corail_woodcutter-1.20.1-3.0.6	corail_woodcutter-1.20.1-3.0.6.jar	
corn_delight-1.1.9-1.20.1	corn_delight-1.1.9-1.20.1.jar	
cosmeticarmorreworked	cosmeticarmorreworked-1.20.1-v1a.jar	cosmeticarmorreworked-1.21.1-v1-neoforge.jar
crafting_on_a_stick	crafting-on-a-stick-1.20.1-1.1.5.jar	crafting_on_a_stick-1.21.0.6.jar
craftingtweaks	craftingtweaks-forge-1.20.1-18.2.6.jar	craftingtweaks-neoforge-1.21.1-21.1.10.jar
crashutilities	crashutilities-8.1.4.jar	crashutilities-9.0.4.jar
create	create-1.20.1-6.0.6.jar	create-1.21.1-6.0.10.jar
create-new-age-forge-1.20.1-1.1.4	create-new-age-forge-1.20.1-1.1.4.jar	
create_enchantment_industry	create_enchantment_industry-1.3.3-for-create-6.0.6.jar	create-enchantment-industry-2.5.0.jar
create_jetpack-forge-4.4.2	create_jetpack-forge-4.4.2.jar	
createaddition	createaddition-1.20.1-1.3.2.jar	createaddition-1.6.0.jar
createoreexcavation-1.20-1.6.4	createoreexcavation-1.20-1.6.4.jar	
creeperoverhaul	creeperoverhaul-3.0.2-forge.jar	CreeperOverhaul-neoforge-1.21.1-4.0.6.jar
cristellib	cristellib-1.1.6-forge.jar	cristellib-neoforge-1.21.1-3.1.7.jar
crystalix	crystalix-1.3.5_forge_1.20.1.jar	crystalix-3.0.0.jar
cupboard	cupboard-1.20.1-2.7.jar	cupboard-1.21.1-3.9.jar
curios	curios-forge-5.14.1+1.20.1.jar	curios-neoforge-9.5.1+1.21.1.jar
dankstorage-forge-1.20.1-15	dankstorage-forge-1.20.1-15.jar	
deeperdarker	deeperdarker-forge-1.20.1-1.3.3.jar	deeperdarker-neoforge-1.21.1-1.4.1.jar
deepresonance-1.20-5.0.4	deepresonance-1.20-5.0.4.jar	
domum_ornamentum	domum_ornamentum-1.20.1-1.0.291-snapshot-universal.jar	domum-ornamentum-1.0.234-snapshot-main.jar
durabilitytooltip-1.1.6-forge-mc1.20	durabilitytooltip-1.1.6-forge-mc1.20.jar	
dyenamics	dyenamics-1.20.1-3.2.0.jar	dyenamics-1.21.1-3.4.2.jar
dyenamicsandfriends	dyenamicsandfriends-1.20.1-1.9.3.jar	dyenamicsandfriends-1.21.1-2.2.2.jar
easy_villagers	easy-villagers-forge-1.20.1-1.1.35.jar	easy-villagers-neoforge-1.21.1-1.1.42.jar
eccentrictome-1.20.1-1.10.3	eccentrictome-1.20.1-1.10.3.jar	
eidolon_repraised-1.20.1-0.3.9.1-alpha	eidolon_repraised-1.20.1-0.3.9.1-alpha.jar	
elevatorid	elevatorid-1.20.1-1.9.1-forge.jar	elevatorid-neoforge-1.21.1-1.11.4.jar
elytraslot-forge-6.4.4_1.20.1	elytraslot-forge-6.4.4+1.20.1.jar	
embeddium-0.3.31_mc1.20.1	embeddium-0.3.31+mc1.20.1.jar	
enderchests-forge-1.20.1-1.4	enderchests-forge-1.20.1-1.4.jar	
endermanoverhaul	endermanoverhaul-forge-1.20.1-1.0.4.jar	endermanoverhaul-neoforge-1.21.1-2.0.3.jar
endersdelight-forge-1.20.1-1.1.3	endersdelight-forge-1.20.1-1.1.3.jar	
endertanks-forge-1.20.1-1.5	endertanks-forge-1.20.1-1.5.jar	
ends_delight-2.5.1_forge.1.20.1	ends_delight-2.5.1+forge.1.20.1.jar	
energymeter	energymeter-forge-1.20.1-1.0.0.jar	energymeter-neoforge-1.21.1-0.5.0.jar
ensorcellation-1.20.1-5.0.2.24	ensorcellation-1.20.1-5.0.2.24.jar	
entangled	entangled-1.3.20-forge-mc1.20.4.jar	entangled-1.3.21-neoforge-mc1.21.jar
entityculling-forge-1.9.0-mc1.20.1	entityculling-forge-1.9.0-mc1.20.1.jar	
everythingcopper	everythingcopper-1.20.1-2.3.4.jar	everythingcopper-1.21.1-2.4.5.jar
farmingforblockheads	farmingforblockheads-forge-1.20.1-14.0.4.jar	farmingforblockheads-neoforge-1.21.1-21.1.13.jar
farsight-1.20.1-4.5	farsight-1.20.1-4.5.jar	
ferritecore	ferritecore-6.0.1-forge.jar	ferritecore-7.0.3-neoforge.jar
findme-3.2.3-forge	findme-3.2.3-forge.jar	
flib-1.20.1-0.0.15	flib-1.20.1-0.0.15.jar	
flickerfix	flickerfix-1.20.1-4.0.1.jar	flickerfix-1.21.1-6.1.0.jar
forbidden_arcanus	forbidden_arcanus-1.20.1-2.2.6.jar	forbidden_arcanus-2.6.1.jar
ftbchunks	ftb-chunks-forge-2001.3.6.jar	ftb-chunks-neoforge-2101.1.21.jar
ftbessentials	ftb-essentials-forge-2001.2.3.jar	ftb-essentials-neoforge-2101.1.10.jar
ftblibrary	ftb-library-forge-2001.2.10.jar	ftb-library-neoforge-2101.1.34.jar
ftbquests	ftb-quests-forge-2001.4.14.jar	ftb-quests-neoforge-2101.1.29.jar
ftbranks	ftb-ranks-forge-2001.1.7.jar	ftb-ranks-neoforge-2101.1.4.jar
ftbteams	ftb-teams-forge-2001.3.1.jar	ftb-teams-neoforge-2101.1.10.jar
ftbultimine	ftb-ultimine-forge-2001.1.7.jar	ftb-ultimine-neoforge-2101.1.15.jar
ftbxmodcompat	ftb-xmod-compat-forge-2.1.3.jar	ftb-xmod-compat-neoforge-21.1.10.jar
fuelgoeshere	fuelgoeshere-1.20.0-1.0.1.jar	fuelgoeshere-1.21.1-1.2.0.jar
functionalstorage	functionalstorage-1.20.1-1.2.13.jar	functionalstorage-1.21.1-1.5.8.jar
fusion	fusion-1.2.11a-forge-mc1.20.1.jar	fusion-1.3.12-neoforge-mc1.21.1.jar
geckolib	geckolib-forge-1.20.1-4.8.2.jar	geckolib-neoforge-1.21.1-4.9.2.jar
generatorgalore	generatorgalore-1.20.1-1.2.4.jar	generatorgalore-1.21.1-1.6.3.jar
getittogetherdrops	getittogetherdrops-forge-1.20-1.3.jar	getittogetherdrops-neoforge-1.21.5-1.4.jar
glassential	glassential-renewed-forge-1.20.1-2.4.5.jar	Glassential-renewed-1.21.1-3.4.5.jar
gtceu-1.20.1-7.2.0	gtceu-1.20.1-7.2.0.jar	
guideme	guideme-20.1.13.jar	guideme-21.1.17.jar
